model,type,dataset,learning_rate,dropout_rate,val_loss,val_accuracy,num_neurons
Linear,mass,clean,0.00035047780565996097,0.18995615839679791,0.9516282416880131,0.5250737463126843,16.0
Linear,mass,clean,0.0004347742587696986,0.10815185316506223,1.061966992695542,0.6047197640117994,256.0
Linear,mass,clean,0.0008786660131321993,0.11404228012672124,0.811996141777319,0.5958702064896755,16.0
Linear,mass,clean,0.00013105787021451854,0.13866432629155243,1.770911657032283,0.5929203539823009,32.0
Linear,mass,clean,0.0002668438034501024,0.14269254075724472,1.0902440725442242,0.5781710914454278,16.0
Linear,mass,clean,0.003926031662459769,0.16953493636499542,1.6680884190342005,0.5752212389380531,32.0
Linear,mass,clean,0.0010186015423413852,0.16731065838348316,0.7491017601945821,0.6076696165191741,16.0
Linear,mass,clean,0.0013595951425496087,0.1673988838475637,0.7440107379327802,0.5929203539823009,16.0
Linear,mass,clean,0.00220337995981713,0.16548089308989386,1.5330298383008032,0.5368731563421829,64.0
Linear,mass,clean,0.0006879624442344672,0.1791475958806404,1.1084787350367098,0.5693215339233039,128.0
Linear,mass,clean,0.0021112970315758997,0.15642901734559192,0.7520206272602081,0.5486725663716814,16.0
Simple_Linear_Meta,mass,prop,0.01,0.2,1.6412258705282643,0.7576687116564417,
Simple_Linear_Meta,mass,prop,0.001,0.2,0.41204001435614895,0.8282208588957055,
Simple_Linear_Meta,mass,prop,0.001,0.1,0.4576881535238389,0.7975460122699386,
Simple_Linear_Meta,mass,prop,0.01,0.1,0.7931046322661462,0.7944785276073619,
Linear_Meta,mass,prop,0.002488580218536565,0.19362192665314498,0.442857880512196,0.803680981595092,32.0
Linear_Meta,mass,prop,0.0002035793093070092,0.1431939846570957,1.185530156766948,0.6656441717791411,64.0
Linear_Meta,mass,prop,0.00015172882912244194,0.14627488219516793,0.9025657576593485,0.656441717791411,64.0
Linear_Meta,mass,prop,0.004149320358523409,0.15681081260762428,0.4704425392220869,0.803680981595092,16.0
Linear_Meta,mass,prop,0.009191313193233769,0.10782458154377872,0.5749739880063289,0.803680981595092,32.0
Linear_Meta,mass,prop,0.0023459831214928425,0.15157734032986958,0.4322005727074363,0.8190184049079755,128.0
Linear_Meta,mass,prop,0.0005292821147956387,0.157205258383638,0.893650252966891,0.745398773006135,128.0
Linear_Meta,mass,prop,0.007683294310858842,0.17472096981569024,0.49952495073419856,0.8312883435582822,64.0
Linear_Meta,mass,prop,0.009941862147195954,0.11891129065636201,0.6275480895534257,0.8067484662576687,128.0
Linear_Meta,mass,prop,0.0002916737391105691,0.1824266924676834,0.7120310670385758,0.7269938650306749,256.0
Linear_Meta,mass,prop,0.0014381078305837785,0.1287878058631392,0.4584438522261652,0.8098159509202454,128.0
Linear_Meta,mass,prop,0.001900409323450941,0.1896902254071128,0.41061763933887985,0.8067484662576687,32.0
Linear_Meta,mass,prop,0.0009965504711914501,0.16864060948038803,0.40479307853137003,0.8098159509202454,32.0
Linear_Meta,mass,prop,0.0007372767783479637,0.17264939750427222,1.0420053221086247,0.7300613496932515,32.0
Linear_Meta,mass,prop,0.0011460886430159527,0.19984052847201333,0.41935655088022805,0.8220858895705522,32.0
Linear_Meta,mass,prop,0.0003371217243011329,0.18495389636892437,0.5621685366513152,0.7607361963190185,32.0
Simple_Linear,mass,prop,0.01,0.2,138.35478198199587,0.528023598820059,
Simple_Linear,mass,prop,0.001,0.2,13.404060475025801,0.5132743362831859,
Simple_Linear,mass,prop,0.001,0.1,14.435551880071323,0.5162241887905604,
Simple_Linear,mass,prop,0.01,0.1,103.46898752100327,0.49557522123893805,
Linear,mass,prop,0.0006682501726555649,0.13532858299665187,0.8969017692348537,0.5309734513274337,128.0
Linear,mass,prop,0.005992053029844928,0.10784635766941639,1.3184747935875374,0.5132743362831859,16.0
Linear,mass,prop,0.00010288889115351933,0.1757314600011996,2.044141155831954,0.4896755162241888,32.0
Linear,mass,prop,0.001554423163837681,0.1862080784372269,1.154127942288623,0.551622418879056,64.0
Linear,mass,prop,0.0030113714934818735,0.12067732857100721,3.1047974771817657,0.5162241887905604,64.0
Linear,mass,prop,0.000705784125042086,0.16696172822295063,0.7069052137872752,0.5339233038348082,16.0
Linear,mass,prop,0.0016318090441282775,0.17617139697104583,0.7466600072734496,0.4808259587020649,32.0
Linear,mass,prop,0.00026259022872591103,0.15081198749363595,0.8790410831570625,0.5132743362831859,16.0
Linear,mass,prop,0.0003734141311758233,0.15010343030697515,0.9323930604492917,0.5073746312684366,32.0
Linear,mass,prop,0.0005841473175791992,0.19420992721124397,0.9958602509954396,0.5014749262536873,128.0
Linear,mass,prop,0.00011996584375174932,0.16381798102686146,2.455063758691882,0.5191740412979351,256.0
Linear,mass,prop,0.0016728240730748078,0.16618698026547468,0.8433239122523981,0.48672566371681414,32.0
Linear,mass,prop,0.009993871306486124,0.1744209422627432,6.924790917512248,0.46607669616519176,16.0
Linear,mass,prop,0.0012178335348987466,0.1944626871072146,2.7402710011776756,0.5427728613569321,256.0
Linear,mass,prop,0.003973878546519404,0.15952297179356373,0.8841748391004169,0.4896755162241888,16.0
Linear,mass,prop,0.0024282531350997027,0.13295021207970203,0.9152871238834718,0.49262536873156343,32.0
Simple_Linear_Meta,mass,dist,0.01,0.2,2.1196924264400923,0.7557603686635944,
Simple_Linear_Meta,mass,dist,0.001,0.2,0.4594375584416717,0.8018433179723502,
Simple_Linear_Meta,mass,dist,0.001,0.1,0.47958226581566205,0.8018433179723502,
Simple_Linear_Meta,mass,dist,0.01,0.1,3.2944584078565424,0.7864823348694316,
Linear_Meta,mass,dist,0.00020477341418213165,0.14169035232112007,0.4545670381484141,0.8095238095238095,64.0
Linear_Meta,mass,dist,0.00011458026223831229,0.15275658782840223,0.7821256991134573,0.7142857142857143,32.0
Linear_Meta,mass,dist,0.0003613489496329489,0.11415814453349343,0.4554247013542033,0.804915514592934,32.0
Linear_Meta,mass,dist,0.0008067810036063094,0.10193091334128479,0.45169022693547584,0.8125960061443932,32.0
Linear_Meta,mass,dist,0.005803486137204915,0.14448270073030794,0.5674789645886831,0.7956989247311828,32.0
Linear_Meta,mass,dist,0.0003945452265998466,0.16484540727908142,0.45482740630857815,0.8064516129032258,128.0
Linear_Meta,mass,dist,0.0005679914354379612,0.1697556486106354,0.46317716022484173,0.7926267281105991,16.0
Linear_Meta,mass,dist,0.0002422045343886233,0.18126171257846715,0.4745460269219093,0.7956989247311828,256.0
Linear_Meta,mass,dist,0.005144178155091412,0.13223620626116303,0.4958612339158777,0.7987711213517665,256.0
Linear_Meta,mass,dist,0.000447749876248391,0.1609804589697566,0.44788708225006363,0.8064516129032258,256.0
Linear_Meta,mass,dist,0.001925402888984582,0.1995775113767081,0.4665152719742014,0.7926267281105991,256.0
Linear_Meta,mass,dist,0.0010870020347331136,0.10326629634543039,0.4614147502673036,0.8202764976958525,16.0
Linear_Meta,mass,dist,0.0012229257309623385,0.12325021025665688,0.44460931642137413,0.8187403993855606,128.0
Linear_Meta,mass,dist,0.0020789519442232186,0.12580492712456012,0.45090788526048187,0.8003072196620584,128.0
Linear_Meta,mass,dist,0.001307233104875351,0.1246697272070577,0.4596013139279289,0.8003072196620584,128.0
Linear_Meta,mass,dist,0.0028947207587242726,0.15839620643970284,0.4876662904524621,0.794162826420891,64.0
Simple_Linear,mass,dist,0.01,0.2,159.94057862548266,0.556047197640118,
Simple_Linear,mass,dist,0.001,0.2,13.943046210653764,0.5471976401179941,
Simple_Linear,mass,dist,0.001,0.1,12.799923194367084,0.5221238938053098,
Simple_Linear,mass,dist,0.01,0.1,116.87927500290029,0.528023598820059,
Linear,mass,dist,0.00043041179005415736,0.14818696316637137,0.7282392967711476,0.5029498525073747,128.0
Linear,mass,dist,0.004433403124709192,0.19419804708683816,1.8015089056399816,0.5398230088495575,32.0
Linear,mass,dist,0.00026511677564399735,0.17943244808354508,0.7565585686003461,0.5221238938053098,256.0
Linear,mass,dist,0.0014218346529227864,0.1357181262130478,0.7054520900196889,0.5339233038348082,32.0
Linear,mass,dist,0.00048135039897426423,0.1620722687016808,0.6997501499512616,0.551622418879056,16.0
Linear,mass,dist,0.0003628580688015668,0.1228132145584463,0.7118572351687095,0.5353982300884956,128.0
Linear,mass,dist,0.0014365417517724773,0.11914324560741946,0.702933528844048,0.5309734513274337,16.0
Linear,mass,dist,0.001415933951286256,0.1846088203549831,0.7272373012760106,0.5029498525073747,16.0
Linear,mass,dist,0.0010198955899079337,0.10928383378884865,0.7205830047674039,0.5294985250737463,16.0
Linear,mass,dist,0.0006658742296801863,0.1125522488303162,0.6890579939765089,0.5501474926253688,16.0
Linear,mass,dist,0.00010823887042104431,0.10392268518373948,0.7237366611028418,0.5575221238938053,64.0
Linear,mass,dist,0.0038190984685030484,0.1639045533389837,0.8350301404647967,0.5427728613569321,16.0
Linear,mass,dist,0.0006081590745716645,0.15701194546823136,0.6866830968681503,0.5663716814159292,16.0
Linear,mass,dist,0.00013817228599136957,0.14386929828675182,0.7263292394140187,0.5530973451327433,64.0
Linear,mass,dist,0.009561532448311373,0.1639318231137284,353.6804808728835,0.5398230088495575,256.0
Linear,mass,dist,0.0007002440753294992,0.1279592717520131,0.7008807845413685,0.5457227138643068,16.0
